,Site1,Site2,Site3,Site4,Site5,Site6,Site7
84,4874.113375398498,4112.962149877917,2857.1410936731836,4211.644192643532,4591.7572163707955,4925.79865625808,5625.162844809057
85,3331.1466255400856,2505.0495892515823,5863.541495750978,6535.668857198566,4851.938260113134,6376.375022017329,5636.636987890077
86,5187.082072948817,5810.733667242999,5856.807626299689,5697.736590844681,4213.084998424967,5594.037389400504,5491.788264042403
87,4591.304818125964,6114.252861748976,5462.426388849469,6432.378129305332,6499.512417289454,6821.793626633251,6685.2114383950175
88,6375.658665050074,6357.3132012277665,6227.433023396104,6336.537843888944,6093.695841834474,6865.406271941398,6296.717826294222
89,5351.135160046542,4973.735616332033,6499.799375739994,7078.266028308647,5614.359343714862,7132.778402614463,6969.4242270265795
90,6946.442856037809,6338.338305461111,5972.820746886856,7016.732918138052,3772.6621397645467,6986.3559854861205,6930.755064090329
91,6314.52409240101,6460.327184404779,6255.48460670977,6312.532843012962,5247.570632873796,6578.435233616414,5796.477625905408
92,6132.076893917599,6527.559517910335,6720.778957556395,6943.063564843978,6612.558944847892,6468.121374115075,6367.309810528952
93,5941.429549732263,5854.191139740782,6167.271497117514,6280.316778418939,6550.195762437084,6081.337044968945,7020.384224350414
94,6619.815557262923,6670.884657504073,6854.889524466066,7492.038955922708,7101.578975144697,7560.583990106737,7357.746186977289
95,7515.413220944722,6836.284427208002,7891.734787534409,7945.378408695383,7573.675476741742,7683.512492401873,7371.507835539453
96,6902.655785622804,6719.789593427696,6605.2483263937165,7172.987631489902,5011.092816073914,7327.924961074934,7155.47787184629
97,6298.426462400352,6284.860825253209,6704.048154350588,7551.366006987216,6321.812410217612,7287.7507852896315,7470.034538246424
98,5832.442635616751,6074.222586183245,5813.924181953928,7369.921772608148,6454.416162850258,6963.116760346904,7117.853151651466
99,7503.479034282381,6917.459540045351,6478.754600517385,6480.310402370205,6380.38140717356,7291.493014387366,7076.732165122465
100,6621.784470940109,5551.127352661235,6190.694311625627,7246.1733102099315,6681.37649549257,7627.695492377971,7388.754692574065
101,6161.539435009065,6009.365235127319,5808.276108027551,5687.945047591389,4235.81568291789,5036.947847721525,5798.713904031959
102,7219.3435557519615,6058.480134421798,5856.733340707154,7388.836804433518,7302.682061086711,7031.116549105949,7454.933573718052
103,6415.742519579117,7117.634179542302,7431.899310199255,7910.161159341321,8340.129314239584,7103.5502679493975,6234.784801971757
104,6474.815586752617,5258.011495209822,5222.734515286766,6662.1462734432735,5436.640023700473,6510.432581485677,5963.355507195753
105,6971.035227851004,5911.323677430943,5405.619948329564,5962.555948302926,2871.5632657769766,7067.410897907144,6963.6233767915355
106,5479.661556548981,6386.293715001977,4898.383781514676,7488.397967049244,6890.1465577149065,7581.877809781628,6971.550579097217
107,6155.349980394377,7860.305985413924,7777.424795786602,6660.889682452067,5365.828147877101,6175.927642227498,5879.152063007306
108,4580.7305436691995,7088.373087895482,8009.518559019175,7800.711420640652,9183.033885894765,8033.156897725559,7917.478165822149
109,6413.819839412608,5803.982763482699,8551.235491370335,8044.521128382128,8167.468699575182,8393.516825169338,8226.154412792555
110,8816.221399780257,8408.967242639777,9641.005502273983,8264.352103670386,9257.64276571053,8302.01862157613,8281.946369542477
111,8059.372233190037,7641.036435939971,7809.525517231812,8112.236512145911,8090.245690182065,8283.393126098168,8384.488818867789
112,8338.681292281326,7686.747538696642,8194.639147138816,8724.045002864226,7520.7188963788985,8792.121011737061,7986.512522559699
113,7660.61126503153,6944.8783254782065,6331.377065544039,7039.481381173431,6003.6389388383395,5748.682719118606,7008.894319495135
114,7697.397658388202,7342.260760876325,7570.940780331882,8097.108862763872,7833.508158983857,8176.480468344117,8122.402576236771
115,8644.464124799812,7807.076739895523,8099.80740065248,8513.489918774285,7562.557782261489,8448.993890124768,7940.018544521463
116,8653.646924632301,7864.5577292761855,9473.729355475622,8444.954983381547,8275.253024840447,8541.933549614852,8507.103087790989
117,6532.703835976375,6355.6664760444755,7097.737809301643,5851.764665736942,6196.625824428935,8254.384769988319,7003.516456834923
118,6081.0843362861815,6906.08601842654,5248.5871045909125,7104.187039877126,6069.558387836974,5512.923315085156,5423.562397695452
119,4126.525013352507,4716.863482685242,5355.594295150333,7816.439926327867,6748.963228078933,7819.839157403836,6971.927788050991
120,6834.644766942407,6355.772150422031,6240.175421963969,7555.061615466131,5650.442665570057,7383.7850824753505,6915.433013723541
121,5711.029927991541,5649.710652811067,5845.361714369064,7130.849735145008,5271.423519846379,7210.514486120177,7620.619207832714
122,7033.911392535064,7507.725740020928,6602.596929397646,8105.708090189712,7546.678101032033,8258.43731259953,7930.853210595619
123,7764.096001201867,6702.354469391855,6617.191267638547,8162.884786764738,7589.184577983586,8469.867324841323,7916.158360556255
124,7391.647567283867,8390.6892979907,7108.7737687069,8948.812854749387,8650.03264606207,8908.923235717026,8956.26679406281
125,6143.742842615311,6577.332703273651,7120.266931019184,8655.084380944962,7937.277598277698,8721.365091500711,8369.536899570705
126,3968.112471116734,2839.5929569461823,2728.9412407504933,4619.308340455523,3250.08684512566,5790.673377567702,6876.222999244039
127,3714.0338737842612,4387.526221180833,4948.349926710472,6699.494048403032,6491.864332353853,7305.590029604822,7127.840532471287
128,7727.026614603639,7364.155942069955,6798.279840833351,7399.053378940868,6583.208662033447,8385.04353775857,8291.684303953572
129,3751.8035345864864,6649.487508789522,6603.533077307965,7214.064812647137,5853.863866300316,7805.6015560465685,7634.261632972568
130,7654.548195010987,7527.589930894636,8198.477437396856,8813.187214640022,7092.724310691285,8703.4203739515,8624.946837355954
131,7010.084059345726,7547.3437809167635,8371.680833993782,8119.31779474816,6781.079725707438,8088.336717994956,7989.260342291217
132,8770.129360958816,7951.314543688763,7175.32617163694,7965.156299391432,8385.569815938583,7815.863571574103,7671.037177009741
133,8720.665955834975,8038.62646805796,8078.686935087685,7613.385218682242,7893.129455658082,8139.938300969464,8028.071495543214
134,8684.958562592381,8133.5258464017925,8464.964465002357,8876.413603880668,8221.450936484009,9188.832484594657,8890.828131761915
135,10146.704726563901,8193.47279076439,8604.661968731496,8460.550623130886,8634.923772388953,8311.389313197287,8075.408880794536
136,8909.837268735608,8379.2213925877,9244.671971883114,8636.105894854412,7726.38133846273,8388.631974120517,8195.476797048666
137,7771.415627341325,7866.771060002806,7805.169589370014,6910.128617166148,6344.688936935882,6143.984894577903,7809.223519985321
138,6833.057122860551,7380.906924703029,7603.2273687771485,8319.711098912592,7958.802566120215,8336.949450258082,7704.024667002843
139,7445.968593418147,7546.479863394123,6997.199811519189,8335.492498920232,8100.224079941883,8141.204288648823,7944.1031701174
140,9831.963559760647,8582.904761992859,8484.67703173304,8815.478795351148,8548.840725511318,8709.789853789996,8343.428837750434
141,8308.467685060388,7527.310493997808,8957.882085393127,8739.64703057249,7709.870574767867,8348.250071436927,8264.201614011188
142,9121.293313842076,9028.521264626628,9428.407840858788,8881.448677522447,8630.913534802625,8268.88599509055,7969.913057088761
143,8799.585587455505,8861.050064538587,8234.228459053187,8588.778216731713,7623.648423524398,7378.42273167394,7864.732689983641
144,7953.6457023907915,7204.617753453151,8395.10622826056,8297.537190376996,8139.591965919686,8575.833464283745,8172.3685298299715
145,7066.6249230253725,8128.902733951682,7670.035740031346,9161.663622387872,8618.910822129576,8986.232524558844,9158.214527118082
146,8179.4908611859,8804.315028166791,9876.541579928891,9366.116566495299,10833.542750118911,8843.584081387577,7194.536289617165
147,3560.834483360939,6184.644463809777,8798.023644578823,8714.955777730856,4977.990561914672,8308.417679723188,7811.294374701901
148,3866.3886645445828,4784.9737164282615,4421.762169710382,6749.7443108191455,4621.367427097639,8075.406608498055,7820.409149934174
149,8201.425488115256,8344.862101072022,8178.281392557807,8697.707622239257,5607.412178889673,8511.824183630859,8217.97011062831
150,5231.347302172285,7391.424141224348,6398.253586615293,7700.974882817591,6715.919012416978,7274.718496918773,7245.63130718697
151,8711.014552542592,8595.221322866228,8159.366567516772,8653.51351340218,8243.549646773157,8524.4306911029,8241.029702772654
152,8012.814800672422,8329.777373240348,6823.747097029849,6531.7109798713045,6808.437864916719,5279.696343300164,4946.472704860375
153,9185.94067293285,8945.133739176556,8465.456094397416,7487.656590836093,7090.820503333211,6525.388082935686,7049.121880173542
154,10103.602120353527,9238.096564518359,8904.671893749415,8985.46867888813,8445.942514598955,8640.642843444879,8806.984153823749
155,9245.299453787324,8507.777508025718,8480.672482823991,8524.172105334887,8263.57101979269,6930.4487004284565,7966.144737817809
156,5743.311882214536,7294.408312240321,7422.654161655692,7593.272110924888,6658.0083272830925,8012.817336022354,9421.185776008193
157,6433.786060620718,8029.468500798612,6863.946292281915,8757.074565784742,6796.345237409461,8562.961112623394,7588.898653373153
158,8819.119825998225,9057.339614779248,8311.219647911432,8855.844466589937,8393.775739596073,8390.44155840452,8374.701907830871
159,7943.582674487922,7665.906825470134,8687.87085125179,9149.77641859858,8412.4123006585,9211.579031637402,8997.647091638019
160,8727.035987120971,9219.017185436938,9866.678225341428,10232.302233316945,9772.841930361628,9714.389794755803,9295.549295785568
161,7961.375331910852,7896.845794237924,8591.286151772507,9218.851333286615,9887.610453988882,9415.03392939632,8768.917689822994
162,8065.5900205349435,7267.19170543819,7625.9050862397,9150.330481628363,8598.776407139805,9136.532098159845,8972.59963345643
163,5707.110473430871,5211.535696404026,5766.788215289146,7750.011714313834,6309.628801988294,8649.003653339472,8233.776571982731
164,8344.119440978799,7953.497435439425,7182.796979853777,8877.813120866458,7255.796552974936,8543.541068941246,9143.038324382871
165,10039.22875229971,8439.379482553582,7013.803066612476,7921.077470050503,8991.65430497021,8694.360019365773,8409.45930827962
166,7363.508816867371,8563.40946712447,8247.736691352698,9363.6098480651,8976.38736625377,9786.010234852796,9984.476868330801
167,8166.717507426827,7844.711922575199,8021.955984622971,9076.053255757739,8497.533689596454,9206.183161220153,8835.853319341328
168,7598.049912760383,8847.60208631519,8978.919751172432,9036.726418593158,8895.969784016079,9114.820554603839,8979.04323043587
169,9732.075465953292,8246.311472910214,8480.188644298194,8763.55848068778,7929.928401797774,8780.052664646511,8563.219087405134
170,9945.284650037553,7871.941099966091,9244.812695157438,7289.0945710282285,7982.859862543437,6890.7402583729745,8640.32405095113
171,9787.57362297852,8617.179234550951,8740.92780157921,8929.233042223213,8538.539690306008,8676.454018094913,8460.397902190663
172,8360.753563884075,8180.426982839498,7848.904149108821,7924.999477795002,6422.922770231968,7411.784375050558,7427.301721145747
173,8465.809434095258,8428.880910663445,7688.497914135319,8153.675388115871,8218.44352682619,6910.440244592264,8289.034697547304
174,8635.057895651573,8377.910149617039,8650.766417363171,7989.820348345234,8213.893706610208,7880.051755002525,7491.61823998076
175,8876.059947981703,8700.26299281819,8655.76702696006,9039.880702243934,8252.999393984192,8871.33646468784,8424.31799946294
176,8395.895520795097,8252.208736079614,8540.33398014493,8439.812083000867,7897.774674099518,8019.583364364286,7410.085612105415
177,7207.997937533403,7334.144865474393,6819.622603846466,7818.984486810207,6966.574533133287,8223.414077561145,7156.824507626247
178,9035.279065262774,8602.026584759953,8761.517602233844,9046.216527576733,8505.51248591791,9031.478228371345,8794.255478174846
179,6701.542482606226,7487.234180315423,8071.657249450906,8716.064398038641,8064.900936625141,8638.543503564226,8604.541804776602
180,8630.702460444641,8253.977345089377,8675.721239480079,8861.172569948129,8171.928491090284,8991.450949550972,8398.68040715627
181,8263.160460673993,7888.320441639833,8367.712152465054,9575.573435285598,8536.353928832377,8880.129519282633,7817.995229448564
182,9060.556420801935,7919.6846483561585,8338.075377722713,9431.892546230109,9821.518589872467,9010.903967607192,8435.463834349797
183,9448.618766009444,9217.349793692723,10301.262404146448,9268.995730269207,8919.28661078042,8732.73396241275,8244.164221748166
184,7860.717020072423,6795.95838290736,9275.57292603309,9216.20535974583,8890.216834790928,8469.892093707123,9056.886573365335
185,7764.39182255334,6246.744382935021,5452.862289699063,8375.79183980826,7219.4886463276225,8072.290372668087,8806.551538885973
186,6717.81407257301,6832.450415428651,8119.991952039107,8176.157951594294,8509.423340211522,8644.414195813077,8503.090321911242
187,7634.880308813728,8456.747947100874,7905.213421063756,8745.11999256139,7627.684487353988,8558.574356456667,8249.308133101498
188,7126.741649116613,8250.883359823463,5860.536211358868,7717.904793346542,5866.619689309722,6817.6372765114265,6822.332408684377
189,6162.775251011908,6113.512954040832,6632.704721376366,8227.781679297746,7769.738962175554,7423.315439370429,7526.323857077615
190,8551.577590689609,8157.8494315458465,7664.067106614471,8562.661071871269,8812.872838513887,8095.019485435927,7764.0581625064115
191,7146.946697313104,8288.831336241083,8301.595556150663,7917.203785423949,9402.014668964244,8038.971357479513,7514.516421812636
192,7312.062050837212,8325.145757827837,7933.158095214863,8255.627900834992,7464.18757941068,8559.338433451408,8055.331973704257
193,8611.46586097975,8488.60151465276,8051.799704398052,7140.593131275562,7640.306403956253,7309.9445723761755,6512.183855783942
194,8679.513133660032,8592.237205455904,8140.065648799082,8625.269807847779,8118.516471767588,8526.147477971554,7960.281524995892
195,8767.828773427422,8605.720918693822,8237.955573977652,8496.294090874931,8156.763448839864,8312.131781867385,8497.510325851192
196,8930.296566339332,8677.656750177719,8570.88466954453,8887.644465071662,7671.372916210506,8784.035487171532,8508.301280090353
197,9180.153424047843,8561.839098051823,9208.535940253909,9048.421872212977,8609.06249960216,8909.63917511705,8452.764312439002
198,8692.803010701815,7956.804680445759,8103.015307545023,7259.1750967604885,6644.029751892972,7757.93611849033,8043.912725271706
199,8403.602905211454,8058.022800506247,8154.498751256483,8058.469336614453,7717.3239261146155,7683.168909662002,7092.741170527508
200,8777.171343852831,8672.082338334905,7587.531497672808,8533.389264144998,8338.38518484798,7541.3218481110825,8288.101812582774
201,9678.363005754469,8992.57413119571,8274.829077582619,7905.482596825062,8614.280357008238,8165.224768975506,7884.52789893261
202,8554.334157658806,7670.641265209544,7827.285908681974,8076.332211133286,7058.51454261496,7749.95700656358,7431.058289637933
203,7374.627960412777,6617.931737587494,7626.717378152597,7610.563751865714,5989.711126334225,7029.9223214457525,6602.265522261754
204,6957.824700374536,7025.24178038242,7813.772070923642,7677.395854667179,8041.454775369979,8206.382189013324,8527.778759373752
205,8050.62475098264,6913.827934866787,5112.151457020375,7402.019565130155,6720.764079755277,7824.538651904064,7462.340171401441
206,7508.722447579852,7305.305413547972,6205.582649870866,6590.573585802102,6890.557566881356,5341.1795083941615,6293.666602180858
207,6932.897652004178,6110.080522361303,6551.5870870064555,7087.544368873472,6733.570596636524,7548.694546570523,7347.32344760016
208,3851.9055963295004,914.1667586753365,5809.811127392477,7307.771664439688,5314.602525858952,7916.939637746338,7139.489925723348
209,5560.607077861361,5746.275621721163,3932.899188132661,8206.188266694051,7205.174293408394,7999.910395453793,7841.849184278541
210,2787.550590879854,6338.188934371838,6407.1439684143825,6942.383910021523,4928.349238516658,6787.5988676580755,6939.3228029270485
211,4540.262743317731,5864.893956524109,6995.329414647024,7776.850522087923,6174.22332031487,7069.840806107804,7045.224833554264
212,7326.052153170667,7911.259643898412,7816.289271843985,8301.293920874627,6504.881619540992,8222.261109817044,7690.770736959028
213,7802.8471745764355,7905.923418216787,7934.629499234735,7925.712419795296,7273.789021260009,7974.1287051191475,7570.1308301749505
214,7940.163741252624,7871.833611920795,8534.25317086232,7938.497811462354,7025.113639761989,7652.779391376298,6791.175828636167
215,8467.516578847375,8035.291154433357,7951.310722362979,8012.202938010777,7846.544297268364,7436.601391862729,7448.600748527271
216,6206.575909262048,7504.075306260445,6825.730541626134,8250.417116962637,5894.637728640157,8417.4667642396,8125.1926254251075
217,5931.415224234986,6648.484616576935,5777.765450784708,5661.808539667786,4560.164322767201,6866.6783970846445,6451.941105910432
218,4915.10132936523,7236.465093400842,6169.038785107747,7713.754788031969,5442.979513195143,7453.341559635138,7548.926640888397
219,6416.1530019463635,5800.569056827828,5813.754063271967,6423.368857252524,4781.951943689213,7305.5732497667605,7845.847897847033
220,6207.598136514466,7728.65577634856,6427.04229785358,8439.664544485324,6107.445628102814,8175.046676672967,7488.560828082519
221,6367.579502290433,6880.561998952632,7318.355588269397,8006.541127078412,7283.894942788286,8743.189109919529,8703.05173196373
222,5652.886693092463,5421.862544088965,5576.1726284994575,6550.592270327158,4622.420379680083,6800.404944708025,6254.0012635755
223,6963.872046484618,6243.227497457012,6243.190738033749,7965.439770403292,6939.363994894872,7950.542401609435,7830.046704849506
224,7275.2811027372845,6900.713960594667,7484.050477619534,8022.024963774441,7768.034228873148,8030.657708159798,7866.5995160655175
225,6677.1204364337345,5178.628198031384,5285.524121509146,7589.565898497235,8011.156390178415,7011.136194476637,5740.364342223858
226,4962.387183233197,4523.306545964369,6381.180784366996,6454.527747743544,5698.003368102369,7041.455140938873,7088.327386983854
227,4917.251575979008,4752.66205065818,4399.847999590221,7781.791846370319,6678.773278444198,8196.448037130409,7957.187786715711
228,7249.812780308241,7345.8263456594095,7872.010081588837,7413.042515140383,7341.202160266736,6758.536857658282,6021.317466936338
229,1338.7021999451463,4043.4887764859677,6461.728198300543,7849.65950720021,7904.952269878852,8029.842447313267,7805.526980141053
230,0.0,5171.150029138367,5467.193865659841,7472.399340677373,7265.595234370816,6857.334416137049,7076.377981483233
231,1467.3194210414003,3982.2406638228467,5349.271504896949,7633.877364604951,6296.146427807383,7819.911565499053,6948.175872222112
232,7599.463202773047,7784.528399115315,7385.322194614916,7703.870403465546,6947.619659636448,7268.4100324108285,7280.292744174689
233,7592.7451595508055,7239.883123987086,7877.29436425767,8356.356279950975,6558.275150885329,8106.236904145999,7594.281027334816
234,6153.691991580921,7154.042660565258,6302.974631193683,6616.399529213511,7480.454773268828,6503.952147703892,6638.638899149357
235,7423.345020280657,7221.806073209732,7415.214362357026,7788.454764398253,7528.429707609098,7937.9701579642315,7702.8264019536
236,7663.187915904743,7267.885268858312,7939.7908063601735,8059.846988047916,7506.270124476474,8230.820200515933,7382.903835827585
